1,37
2,8
3,15
4,11
5,6
6,10
7,10
8,18
9,11
10,25
11,43
12,33
13,17
14,44
15,50
16,39
17,22
18,47
19,23
20,3
21,26
22,41
23,2
24,4
25,18
26,35
27,34
28,4
29,8
30,14
31,38
32,4
33,48
34,42
35,42
36,26
37,4
38,14
39,46
40,5
41,11
42,6
43,22
44,29
45,27
46,15
47,24
48,16
49,21
50,37
51,34
52,22
53,7
54,10
55,18
56,25
57,4
58,42
59,42
60,15
61,10
62,13
63,34
64,31
65,33
66,23
67,41
68,11
69,38
70,2
71,24
72,34
73,2
74,43
75,21
76,50
77,7
78,25
79,50
80,50
81,24
82,8
83,8
84,20
85,29
86,5
87,0
88,5
89,16
90,14
91,26
92,27
93,38
94,5
95,24
96,2
97,7
98,32
99,0
100,19
101,5
102,9
103,28
104,9
105,46
106,18
107,41
108,30
109,31
110,50
111,46
112,48
113,16
114,4
115,4
116,10
117,6
118,10
119,12
120,36
121,31
122,13
123,20
124,32
125,45
126,12
127,43
128,14
129,30
130,48
131,17
132,30
133,0
134,25
135,3
136,9
137,48
138,9
139,5
140,23
141,50
142,14
143,12
144,26
145,12
146,16
147,24
148,16
149,25
150,32
151,9
152,42
153,8
154,40
155,10
156,4
157,17
158,19
159,21
160,11
161,7
162,1
163,2
164,17
165,25
166,27
167,49
168,35
169,33
170,10
171,16
172,8
173,23
174,47
175,39
176,3
177,22
178,8
179,17
180,6
181,29
182,12
183,33
184,2
185,45
186,45
187,34
188,5
189,7
190,32
191,2
192,13
193,19
194,31
195,20
196,13
197,18
198,22
199,17
200,35
201,10
202,29
203,14
204,35
205,33
206,9
207,0
208,45
209,16
210,2
211,25
212,30
213,48
214,29
215,36
216,14
217,32
218,23
219,4
220,47
221,6
222,24
223,8
224,49
225,31
226,26
227,10
228,22
229,34
230,27
231,27
232,41
233,16
234,11
235,35
236,7
237,7
238,33
239,27
240,43
241,11
242,42
243,28
244,33
245,12
246,10
247,28
248,28
249,27
250,14
251,5
252,3
253,31
254,0
255,50
256,28
257,46
258,39
259,48
260,35
261,1
262,21
263,20
264,18
265,11
266,31
267,12
268,2
269,19
270,3
271,48
272,17
273,47
274,49
275,24
276,27
277,2
278,8
279,44
280,37
281,2
282,44
283,41
284,12
285,49
286,40
287,35
288,15
289,35
290,8
291,34
292,7
293,10
294,36
295,40
296,25
297,15
298,44
299,26
300,24
301,42
302,17
303,0
304,28
305,12
306,40
307,48
308,38
309,15
310,48
311,9
312,16
313,11
314,10
315,27
316,15
317,39
318,29
319,38
320,5
321,47
322,0
323,47
324,19
325,48
326,29
327,43
328,47
329,2
330,21
331,35
332,13
333,28
334,45
335,39
336,33
337,26
338,20
339,49
340,2
341,46
342,8
343,20
344,29
345,18
346,35
347,14
348,8
349,14
350,11
351,41
352,1
353,8
354,36
355,20
356,2
357,44
358,34
359,39
360,21
361,0
362,48
363,15
364,45
365,13
366,15
367,8
368,34
369,30
370,44
371,9
372,6
373,12
374,19
375,38
376,8
377,46
378,13
379,29
380,7
381,24
382,14
383,10
384,23
385,25
386,38
387,19
388,17
389,32
390,42
391,43
392,0
393,5
394,19
395,31
396,3
397,6
398,11
399,24
400,34
401,14
402,16
403,46
404,32
405,47
406,6
407,50
408,2
409,12
410,41
411,33
412,41
413,13
414,18
415,30
416,46
417,13
418,19
419,15
420,40
421,18
422,48
423,26
424,47
425,0
426,28
427,17
428,15
429,12
430,2
431,24
432,2
433,41
434,18
435,5
436,47
437,9
438,11
439,16
440,39
441,30
442,24
443,22
444,25
445,35
446,34
447,35
448,13
449,41
450,43
451,14
452,16
453,4
454,25
455,11
456,7
457,30
458,34
459,4
460,1
461,16
462,5
463,1
464,32
465,38
466,16
467,14
468,37
469,11
470,43
471,24
472,21
473,46
474,27
475,39
476,9
477,25
478,3
479,44
480,7
481,36
482,3
483,42
484,46
485,0
486,23
487,17
488,15
489,46
490,7
491,10
492,17
493,13
494,25
495,27
496,1
497,17
498,8
499,21
500,28
501,11
502,39
503,18
504,0
505,0
506,16
507,14
508,24
509,0
510,22
511,14
512,42
513,6
514,33
