1,34
2,35
3,43
4,18
5,8
6,6
7,39
8,18
9,34
10,44
11,46
12,43
13,13
14,18
15,35
16,10
17,40
18,12
19,1
20,8
21,28
22,27
23,48
24,32
25,12
26,10
27,21
28,20
29,45
30,36
31,12
32,28
33,10
34,49
35,19
36,4
37,35
38,48
39,8
40,17
41,23
42,6
43,47
44,34
45,31
46,19
47,26
48,3
49,48
50,5
51,41
52,20
53,45
54,10
55,29
56,34
57,30
58,34
59,29
60,20
61,48
62,50
63,22
64,28
65,50
66,2
67,43
68,1
69,26
70,4
71,12
72,24
73,19
74,2
75,38
76,28
77,15
78,12
79,13
80,9
81,18
82,40
83,45
84,40
85,29
86,5
87,48
88,20
89,13
90,40
91,4
92,0
93,18
94,28
95,0
96,22
97,13
98,45
99,16
100,0
101,14
102,27
103,17
104,27
105,42
106,25
107,21
108,27
109,15
110,23
111,14
112,27
113,9
114,25
115,34
116,29
117,14
118,36
119,26
120,46
121,8
122,49
123,28
124,28
125,31
126,0
127,31
128,43
129,14
130,47
131,40
132,44
133,10
134,34
135,35
136,47
137,13
138,15
139,50
140,36
141,21
142,7
143,14
144,35
145,11
146,34
147,23
148,50
149,0
150,4
151,15
152,27
153,8
154,18
155,11
156,25
157,16
158,7
159,36
160,9
161,11
162,9
163,2
164,20
165,40
166,42
167,29
168,0
169,9
170,25
171,48
172,13
173,28
174,18
175,0
176,5
177,20
178,6
179,28
180,29
181,12
182,43
183,8
184,47
185,18
186,11
187,41
188,0
189,12
190,25
191,20
192,13
193,5
194,38
195,7
196,46
197,20
198,11
199,16
200,0
201,39
202,22
203,21
204,42
205,2
206,7
207,36
208,47
209,40
210,9
211,45
212,33
213,15
214,29
215,1
216,17
217,49
218,11
219,20
220,22
221,3
222,29
223,33
224,50
225,11
226,35
227,33
228,39
229,18
230,25
231,24
232,46
233,44
234,34
235,17
236,43
237,18
238,25
239,36
240,46
241,29
242,10
243,8
244,9
245,26
246,46
247,21
248,27
249,48
250,41
251,27
252,0
253,8
254,48
255,11
256,2
257,39
258,3
259,8
260,45
261,44
262,3
263,5
264,21
265,18
266,44
267,14
268,34
269,10
270,28
271,16
272,41
273,29
274,42
275,29
276,6
277,30
278,39
279,29
280,17
281,49
282,50
283,40
284,16
285,42
286,18
287,33
288,45
289,49
290,35
291,16
292,49
293,11
294,10
295,42
296,30
297,24
298,32
299,4
300,7
301,24
302,14
303,48
304,7
305,42
306,8
307,4
308,40
309,46
310,10
311,22
312,41
313,19
314,43
315,34
316,15
317,25
318,36
319,46
320,8
321,46
322,15
323,18
324,30
325,5
326,7
327,1
328,17
329,6
330,40
331,27
332,9
333,30
334,35
335,24
336,2
337,6
338,12
339,19
340,23
341,37
342,10
343,49
344,28
345,12
346,48
347,0
348,44
349,3
350,39
351,47
352,21
353,41
354,9
355,3
356,28
357,8
358,28
359,25
360,49
361,2
362,8
363,40
364,39
365,15
366,34
367,8
368,42
369,11
370,1
371,8
372,45
373,7
374,17
375,39
376,33
377,41
378,43
379,49
380,36
381,28
382,39
383,8
384,19
385,12
386,7
387,9
388,36
389,15
390,27
391,21
392,3
393,22
394,42
395,38
396,22
397,13
398,39
399,20
400,0
401,29
402,33
403,14
404,18
405,30
406,13
407,4
408,41
409,14
410,41
411,11
412,6
413,26
414,23
415,4
416,44
417,39
418,50
419,3
420,4
421,7
422,31
423,1
424,16
425,43
426,30
427,14
428,45
429,15
430,28
431,12
432,0
433,48
434,15
435,4
436,7
437,13
438,36
439,31
440,16
441,26
442,17
443,15
444,47
445,16
446,36
447,10
448,48
449,47
450,38
451,2
452,43
453,16
454,39
455,28
456,8
457,27
458,48
459,7
460,1
461,38
462,42
463,21
464,5
465,48
466,32
467,44
468,49
469,21
470,23
471,8
472,31
473,4
474,21
475,47
476,2
477,9
478,32
479,26
480,46
481,16
482,14
483,39
484,50
485,35
486,10
487,31
488,7
489,41
490,17
491,8
492,2
493,28
494,43
495,43
496,42
497,19
498,41
499,31
500,39
501,6
502,31
503,29
504,8
505,1
506,35
507,41
508,38
509,3
510,8
511,45
512,1
513,10
514,19
